corresponding_gene_call	D100_OUT	D11_OUT	D17_OUT	D26_OUT	D27_OUT	D2_OUT	D32_OUT	D34_OUT	D36_OUT	D40_OUT	D42_OUT	D60_OUT	D65_OUT	D71_OUT	D7_OUT	D85_OUT	D87_OUT	D88_OUT	D92_OUT
691515		0.00017772705404305934	0.0005001519755893644	0.0002238803870812724		0.0009408460716405128		0.0	0.0008799679593622854					3.321409473324082e-05			1.0188338745900533e-05		0.00014403292181069884
691516									0.006562383912881072										
691517									0.000376947038295628								0.00037053285435973484		
691518		0.0017210611048977073	0.0008214855272509549	0.0012193940838743787		0.0016261093504345745	0.0007393767167294733	0.0006751380231627653	0.003390819676733326					0.0005378458805233036			0.0021037048139222014		0.00116102338623859
691519		0.0011642863058712702	0.0013010486449710945						0.0048126216201149555								0.002591671270919444		
691520									0.003016619372779304										
691521									0.0014948147038812705										
691522		0.001363574762862654	0.0003954764641474959	0.0010640203442907573		0.0012689547362359558	0.0002864501512937597	0.0007455249507719469	0.0028919204425199947					0.001066484447799393			0.002843046441408991		0.000919505483388974
691523		0.0012430757532512046		0.00020790106379475027		0.0008021820328068421			0.0015165589229406734										0.0017141503793261434
691524									0.0007506749898586183										0.002336362856299037
691525		0.0005193310110188445	0.00017119920445974874			0.0006868435551392036			0.0034585060944471984										0.0008494152242966108
691526																			
691527		0.0003750607664332441				0.0008392893127353706		0.00024943530618183813	0.001580277656682937										0.0015836709437226555
691528		0.0018024195516276507				0.001883551114077999	0.00026757996188129976		0.0034085336870152993								0.000561365761052021		0.002121417571585048
691529		0.0028685100472109126		0.003390062051142026		0.002693070142284734	0.002120772150425277		0.004025499201784792								0.0006692375860627789		0.00233751218760122
691530		0.001463128048748313		0.002118434331238535		0.0016911749817092574	0.0009611985931456609	0.000313972093114946	0.0011289122481765177					0.0008396363446873846					0.0013174592212510945
691531									0.004185759025383184										
691532		0.00020567202167243685	0.0005919396438201678	0.00010966352083726348		0.0010644569938326768			0.0026907031990351963								0.0005733989510884751		0.00016008618229014577
745868																			
745869		0.00020583141693751234		0.00012237999944155481		3.5264328745463773e-05			0.00070241781450227								0.0025970484874266384		2.156659765355421e-05
745870		0.0008147517677930456	0.00029730049900212447	0.0004008682591188784		0.0006854731731492276		0.0006236742035445793	0.0031262905632194666								0.001084569006736813		0.0007032900610028252
745871		0.0006471636299701773												0.001479713915022069					
745872		0.0019640028866641677	0.0016351135184318928	0.0017336365331817993		0.0012733119328037553		0.0007836235812438337	0.002823037278608326					0.001044337120866175			0.0017788165750663935		0.0021283447480539685
748541																			
748542																			
748543		0.0178120380441273	0.02651848364302886	0.012822320597891098		0.02317940106986603		0.012704757795794993	0.022650407265378134								0.016437376639987192		0.008268911078329033
748544		0.00036803550214786697	0.00025376045288503157						0.0004699985630404913								5.639530045257946e-05		
748545	0.008375569504107658	0.0080597165127742	0.00441350657841884	0.009788941839512084	0.00597993911317481	0.00914167030734419			0.004791610151052978	0.008228732625056826					0.012344421522148373	0.005808859976275422		0.006256403569562415	0.012816761646758677
748546		0.002075017077168145	0.0019893536956762277	0.0015892677020187698		0.0028722990910006554			0.003215206818010496										0.0013675183839302228
748547		0.00276031795437542	0.00039629503040506287	0.0016564377742629293		0.0022126800815756376			0.002941391461227016										0.0034797900172432927
748548																			
836353		0.003004640714182363				0.004671286306797518			0.004487554282582495										0.0013427867744414514
836354		0.0036397001844213185		0.002568231226851192		0.006893220661014349	0.00011064744562468414		0.0028242253292450866			0.0008370120016554029					0.00020941742024516564		0.0028849978570085035
907063		0.0009263551855480563	0.0006681024111026392			0.0009964074675904806			0.00046948583106444714								0.00037251846572065444		0.001043239792909627
907064		4.207085758807809e-05				6.300315434207672e-05			0.00019393912414140239								0.0006404819500442403		0.0001419110326281792
907065																			
907066		0.0011124153741052577	0.0008477807229550784			0.0010564127953293675													0.0002355612906522892
907067		0.0020180614341798533							0.0009548940306065669										
907068		0.0026518493015157646							0.0031943317943933466								0.001967006478259079		
907069		0.001671796314109543				0.0015482010088772088			0.003713547937976248								0.0018795662194613615		0.0015408326027267294
907070		0.001309503618576996				0.0020313001814432066			0.0010066135807353213								0.0005240487110116923		
907071																			
907072		0.002338792365763279															0.0019298305945169567		
907073		0.002588461661144595	0.005465417420451392	0.010721977180295734		0.002598668787861905		0.0037784795209262457	0.004990259611574655								0.0013679519638125001		0.004668792621578463
907074		0.0014227341307863621	0.0010716256433280702	0.0014647526432101695					0.0022699248791401058						0.0008950636894381745		0.0012116950090831906		0.00208266981936335
907075									0.0021830467932049966								0.0037182228363093995		
907076									0.009198407034684442										
909451	0.004958453015807822	0.0052390979232076	0.004433556570562433	0.004487732408076983	0.004606253617496034	0.004723714613420409		0.002218078545146301	0.00697823031168513	0.0041688282683673425	0.00019728986033954563	0.001554939771136885		0.0008033113880463758	0.00448560501053894	0.004507796197661656	0.004280574713685628	0.004301098568527146	0.005509107387191441
